,query,time
5662,"imageflow_tool v1/querystring --in in/41.webp --out out/water4322.jpg --command ""w=200&s.brightness=0.8&s.contrast=-0.5""",0.052113
5663,"imageflow_tool v1/querystring --in in/23.webp --out out/water4321.jpg --command ""rotate=90&s.contrast=-0.8&s.grayscale=true""",0.093034
5664,"imageflow_tool v1/querystring --in in/37.webp --out out/water4326.jpg --command ""h=200&format=jpeg&flip=xy&w=600&f.sharpenwhen=always&f.sharpen=60""",1.177088
5665,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water4325.jpg --command ""s.grayscale=sepia&format=png&png.quality=30&s.grayscale=sepia""",1.154314
5666,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4318.jpg --command ""flip=x&rotate=270&s.grayscale=sepia&w=1000&s.brightness=-0.4""",0.151701
5667,"imageflow_tool v1/querystring --in in/7.webp --out out/water4317.jpg --command ""s.saturation=0.7&s.saturation=0.1&s.alpha=0.4&f.sharpenwhen=always&f.sharpen=80""",0.147595
5668,"imageflow_tool v1/querystring --in in/41.webp --out out/water4319.jpg --command ""format=webp&webp.lossless=true&s.grayscale=sepia&srotate=90&s.alpha=0.5""",0.57875
5669,"imageflow_tool v1/querystring --in in/3.webp --out out/water4316.jpg --command ""s.brightness=0.2&s.brightness=0.6&rotate=180""",0.048159
5670,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4315.jpg --command ""format=png&format=png&f.sharpenwhen=always&f.sharpen=10&rotate=270&rotate=270""",0.020049
5671,"imageflow_tool v1/querystring --in in/3.webp --out out/water4314.jpg --command ""h=600&s.grayscale=true&f.sharpenwhen=always&f.sharpen=10""",0.059196
5672,"imageflow_tool v1/querystring --in in/38.webp --out out/water4312.jpg --command ""s.alpha=0.2&s.grayscale=sepia&w=200""",0.054674
5673,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4313.jpg --command ""s.brightness=0.1&rotate=270&s.brightness=0.3&s.saturation=0.7&s.grayscale=sepia""",0.169591
5674,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4310.jpg --command ""s.contrast=-0.4&format=jpeg&rotate=270&s.grayscale=sepia&s.saturation=0.6""",0.01956
5675,"imageflow_tool v1/querystring --in in/27.jpg --out out/water4311.jpg --command ""f.sharpenwhen=always&f.sharpen=70&format=png&format=jpeg&jpeg.turbo=true&jpeg.quality=10""",0.242417
5676,"imageflow_tool v1/querystring --in in/45.webp --out out/water4388.jpg --command ""format=jpeg&jpeg.turbo=true&format=png&flip=xy&flip=xy&flip=y""",11.229474
5677,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4308.jpg --command ""s.grayscale=true&format=jpeg&jpeg.turbo=true&srotate=90&format=webp&webp.lossless=true""",0.002632
5678,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water4307.jpg --command ""s.contrast=-0.3&s.brightness=-0.5&h=400&format=webp&webp.lossless=true&format=png""",0.14405
5679,"imageflow_tool v1/querystring --in in/33.jpg --out out/water4309.jpg --command ""format=webp&webp.lossless=true&srotate=90&format=png&srotate=90""",0.424633
5680,"imageflow_tool v1/querystring --in in/16.webp --out out/water4304.jpg --command ""h=800&format=png&png.quality=30&s.brightness=0.4""",0.171674
5681,"imageflow_tool v1/querystring --in in/47.webp --out out/water4303.jpg --command ""s.grayscale=true&s.grayscale=sepia&s.grayscale=sepia&rotate=270&s.grayscale=true""",0.11948
5682,"imageflow_tool v1/querystring --in in/40.webp --out out/water4349.jpg --command ""s.grayscale=sepia&format=jpeg&jpeg.turbo=true&s.grayscale=sepia&h=1000""",6.786261
5683,"imageflow_tool v1/querystring --in in/41.webp --out out/water4302.jpg --command ""flip=y&s.alpha=0.2&s.brightness=0.0""",0.099539
5684,"imageflow_tool v1/querystring --in in/45.webp --out out/water4300.jpg --command ""rotate=90&s.grayscale=true&flip=xy""",0.153714
5685,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4299.jpg --command ""h=400&srotate=270&format=png&png.quality=90&rotate=90&h=400""",0.167978
5686,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water4298.jpg --command ""h=1000&rotate=270&s.saturation=0.8""",0.031346
5687,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water4339.jpg --command ""w=200&f.sharpenwhen=always&f.sharpen=60&s.contrast=-0.6&s.contrast=-0.2&h=1000""",9.027687
5688,"imageflow_tool v1/querystring --in in/7.webp --out out/water4296.jpg --command ""h=400&rotate=270&s.alpha=0.0""",0.046104
5689,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4295.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=80&format=webp&webp.lossless=true&s.contrast=-0.1&s.brightness=0.3""",0.081978
5690,"imageflow_tool v1/querystring --in in/24.jpg --out out/water4294.jpg --command ""w=200&rotate=180&s.grayscale=true&format=png&s.brightness=0.7""",0.016855
5691,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4293.jpg --command ""format=jpeg&s.grayscale=true&f.sharpenwhen=always&f.sharpen=20&format=webp&webp.quality=20""",0.044905
5692,"imageflow_tool v1/querystring --in in/41.webp --out out/water4292.jpg --command ""w=600&s.alpha=0.5&w=800&s.grayscale=true""",0.158302
5693,"imageflow_tool v1/querystring --in in/16.webp --out out/water4291.jpg --command ""flip=x&w=200&f.sharpenwhen=always&f.sharpen=90""",0.021714
5694,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4290.jpg --command ""format=png&flip=x&w=600""",0.183993
5695,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4289.jpg --command ""format=jpeg&jpeg.quality=0&w=1000&format=png&s.contrast=0.9&w=400""",0.123436
5696,"imageflow_tool v1/querystring --in in/13.jpg --out out/water4297.jpg --command ""s.alpha=0.9&s.grayscale=true&srotate=90&s.contrast=0.9""",4.214243
5697,"imageflow_tool v1/querystring --in in/35.webp --out out/water4288.jpg --command ""f.sharpenwhen=always&f.sharpen=70&h=400&srotate=180""",0.151315
5698,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4287.jpg --command ""s.grayscale=sepia&srotate=90&format=png&format=webp&webp.quality=70""",0.110294
5699,"imageflow_tool v1/querystring --in in/44.webp --out out/water4286.jpg --command ""s.brightness=-0.5&s.saturation=0.3&s.grayscale=true&format=png&png.quality=0""",0.059715
5700,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4285.jpg --command ""s.brightness=0.1&format=webp&webp.lossless=true&s.grayscale=sepia&flip=x""",0.118785
5701,"imageflow_tool v1/querystring --in in/6.jpg --out out/water4283.jpg --command ""format=jpeg&jpeg.quality=30&s.contrast=0.3&srotate=270""",0.117515
5702,"imageflow_tool v1/querystring --in in/29.jpg --out out/water4282.jpg --command ""w=400&h=200&s.saturation=-0.8&format=webp&webp.quality=80""",0.061547
5703,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water4284.jpg --command ""flip=y&s.alpha=0.5&h=1000&f.sharpenwhen=always&f.sharpen=40""",0.589965
5704,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water4281.jpg --command ""format=webp&webp.quality=90&s.saturation=0.3&format=png&png.quality=40&s.saturation=0.6""",0.60762
5705,"imageflow_tool v1/querystring --in in/6.jpg --out out/water4279.jpg --command ""format=png&png.quality=30&rotate=270&w=400&w=600""",0.267732
5706,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water4278.jpg --command ""format=jpeg&jpeg.turbo=true&f.sharpenwhen=always&f.sharpen=30&h=200&s.saturation=0.5""",0.006248
5707,"imageflow_tool v1/querystring --in in/16.webp --out out/water4277.jpg --command ""s.saturation=0.4&s.alpha=0.3&s.alpha=0.4""",0.125988
5708,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water4276.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=70&s.saturation=0.5&s.contrast=0.7&w=1000""",0.231767
5709,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4275.jpg --command ""rotate=90&srotate=270&flip=x&s.alpha=0.2""",0.427931
5710,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water4274.jpg --command ""format=png&w=200&srotate=90""",0.061598
5711,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water4273.jpg --command ""format=jpeg&jpeg.quality=70&w=400&rotate=270&s.saturation=0.7""",0.134383
5712,"imageflow_tool v1/querystring --in in/4.jpg --out out/water4377.jpg --command ""s.alpha=0.6&s.saturation=-0.4&f.sharpenwhen=always&f.sharpen=0""",18.794385
5713,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water4272.jpg --command ""s.saturation=-0.6&s.grayscale=true&s.alpha=0.2&format=jpeg&jpeg.quality=60""",0.518256
5714,"imageflow_tool v1/querystring --in in/12.webp --out out/water4271.jpg --command ""format=png&format=webp&webp.lossless=true&s.saturation=0.2""",0.10542
5715,"imageflow_tool v1/querystring --in in/23.webp --out out/water4270.jpg --command ""s.contrast=0.9&s.brightness=-0.4&s.contrast=-0.4&rotate=90""",0.06737
5716,"imageflow_tool v1/querystring --in in/46.webp --out out/water4268.jpg --command ""s.saturation=0.9&f.sharpenwhen=always&f.sharpen=0&format=png&png.quality=0""",0.188094
5717,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4267.jpg --command ""w=1000&format=webp&webp.lossless=true&format=jpeg&jpeg.quality=20&flip=y""",0.132747
5718,"imageflow_tool v1/querystring --in in/29.jpg --out out/water4269.jpg --command ""format=png&png.quality=100&srotate=270&srotate=90""",0.618993
5719,"imageflow_tool v1/querystring --in in/33.jpg --out out/water4266.jpg --command ""format=jpeg&jpeg.turbo=true&format=png&png.quality=10&rotate=90""",0.015608
5720,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water4265.jpg --command ""flip=y&w=600&format=webp&webp.lossless=true&s.contrast=-0.7""",0.078242
5721,"imageflow_tool v1/querystring --in in/23.webp --out out/water4264.jpg --command ""s.contrast=-0.0&w=800&flip=x&h=600""",0.062965
5722,"imageflow_tool v1/querystring --in in/22.jpg --out out/water4263.jpg --command ""s.contrast=0.2&format=webp&webp.quality=70&f.sharpenwhen=always&f.sharpen=40&s.saturation=-0.6&format=png&png.quality=50""",0.126911
5723,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4262.jpg --command ""flip=y&s.grayscale=sepia&h=200&s.grayscale=sepia""",0.072744
5724,"imageflow_tool v1/querystring --in in/45.webp --out out/water4261.jpg --command ""s.grayscale=true&s.brightness=0.9&s.saturation=1.0&h=200""",0.031289
5725,"imageflow_tool v1/querystring --in in/36.webp --out out/water4259.jpg --command ""s.grayscale=true&s.grayscale=sepia&h=400&srotate=270&s.alpha=0.6""",0.110805
5726,"imageflow_tool v1/querystring --in in/16.webp --out out/water4280.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=10&w=600&w=800""",4.986532
5727,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water4257.jpg --command ""s.grayscale=true&format=png&w=200""",0.026582
5728,"imageflow_tool v1/querystring --in in/16.webp --out out/water4256.jpg --command ""s.brightness=-0.7&s.grayscale=sepia&flip=y""",0.05682
5729,"imageflow_tool v1/querystring --in in/22.jpg --out out/water4255.jpg --command ""h=600&s.grayscale=sepia&s.grayscale=true&s.brightness=0.8""",0.081566
5730,"imageflow_tool v1/querystring --in in/35.webp --out out/water4254.jpg --command ""s.brightness=0.5&w=200&s.grayscale=true""",0.084025
5731,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4306.jpg --command ""f.sharpenwhen=always&f.sharpen=40&s.alpha=0.9&rotate=90""",12.730909
5732,"imageflow_tool v1/querystring --in in/35.webp --out out/water4253.jpg --command ""s.brightness=0.9&srotate=270&srotate=90&w=400""",0.121716
5733,"imageflow_tool v1/querystring --in in/14.jpg --out out/water4372.jpg --command ""s.alpha=0.2&srotate=90&f.sharpenwhen=always&f.sharpen=20""",21.802002
5734,"imageflow_tool v1/querystring --in in/29.jpg --out out/water4250.jpg --command ""f.sharpenwhen=always&f.sharpen=90&srotate=180&srotate=90&format=webp&webp.quality=40""",0.06651
5735,"imageflow_tool v1/querystring --in in/20.webp --out out/water4249.jpg --command ""s.grayscale=true&s.contrast=0.0&flip=y&srotate=270""",0.085879
5736,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4248.jpg --command ""s.saturation=-0.1&h=400&s.grayscale=sepia&s.brightness=-0.7&s.saturation=1.0""",0.102193
5737,"imageflow_tool v1/querystring --in in/30.jpg --out out/water4247.jpg --command ""s.saturation=-0.0&rotate=270&s.grayscale=true""",0.106912
5738,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water4860.jpg --command ""s.alpha=0.5&s.brightness=-0.7&s.saturation=-0.4""",112.233983
5739,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water4258.jpg --command ""rotate=270&s.alpha=0.4&flip=xy&srotate=180&s.contrast=0.6""",3.782335
5740,"imageflow_tool v1/querystring --in in/37.webp --out out/water4245.jpg --command ""f.sharpenwhen=always&f.sharpen=10&h=1000&h=1000""",0.136483
5741,"imageflow_tool v1/querystring --in in/26.jpg --out out/water4244.jpg --command ""s.alpha=0.1&rotate=270&format=png&s.grayscale=true&s.saturation=0.7""",0.166469
5742,"imageflow_tool v1/querystring --in in/45.webp --out out/water4243.jpg --command ""s.saturation=-1.0&s.grayscale=sepia&s.alpha=0.9&s.saturation=-0.7&format=png""",0.185787
5743,"imageflow_tool v1/querystring --in in/26.jpg --out out/water4241.jpg --command ""w=800&s.alpha=0.0&format=png&png.quality=20&s.grayscale=true""",0.084493
5744,"imageflow_tool v1/querystring --in in/2.jpg --out out/water4305.jpg --command ""srotate=270&s.saturation=-0.7&s.alpha=0.1&s.saturation=-0.6&format=jpeg&jpeg.turbo=true&jpeg.quality=0""",15.788687
5745,"imageflow_tool v1/querystring --in in/45.webp --out out/water4239.jpg --command ""srotate=270&s.alpha=0.8&format=png&png.quality=10""",0.406205
5746,"imageflow_tool v1/querystring --in in/30.jpg --out out/water4238.jpg --command ""f.sharpenwhen=always&f.sharpen=90&s.brightness=0.6&s.saturation=-0.9""",0.073122
5747,"imageflow_tool v1/querystring --in in/27.jpg --out out/water4251.jpg --command ""s.grayscale=sepia&format=jpeg&s.alpha=0.6&h=400""",3.826841
5748,"imageflow_tool v1/querystring --in in/48.jpg --out out/water4236.jpg --command ""s.saturation=0.1&format=jpeg&f.sharpenwhen=always&f.sharpen=90""",0.195916
5749,"imageflow_tool v1/querystring --in in/41.webp --out out/water4320.jpg --command ""format=jpeg&format=jpeg&format=jpeg""",18.887724
5750,"imageflow_tool v1/querystring --in in/24.jpg --out out/water4235.jpg --command ""format=png&png.quality=70&format=webp&webp.quality=80&flip=xy""",0.170401
5751,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water4237.jpg --command ""s.brightness=0.6&s.brightness=-0.1&s.saturation=-0.2&s.contrast=-0.5""",0.603074
5752,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water4233.jpg --command ""format=png&flip=x&w=400&h=400""",0.016433
5753,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water4234.jpg --command ""s.grayscale=sepia&s.grayscale=true&flip=xy&s.brightness=0.5&format=webp&webp.lossless=true""",0.19348
5754,"imageflow_tool v1/querystring --in in/45.webp --out out/water4232.jpg --command ""format=webp&webp.quality=50&s.alpha=0.2&s.brightness=0.9&flip=xy""",0.078337
5755,"imageflow_tool v1/querystring --in in/36.webp --out out/water4231.jpg --command ""s.alpha=1.0&format=webp&webp.quality=0&s.contrast=-0.9&rotate=180""",0.07907
5756,"imageflow_tool v1/querystring --in in/6.jpg --out out/water4230.jpg --command ""s.grayscale=true&h=200&format=jpeg&jpeg.turbo=true&s.grayscale=true""",0.018851
5757,"imageflow_tool v1/querystring --in in/25.jpg --out out/water4228.jpg --command ""s.grayscale=true&h=200&format=jpeg&jpeg.turbo=true""",0.016692
5758,"imageflow_tool v1/querystring --in in/47.webp --out out/water4227.jpg --command ""srotate=180&format=png&f.sharpenwhen=always&f.sharpen=40&s.grayscale=sepia""",0.237908
5759,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4226.jpg --command ""s.grayscale=true&f.sharpenwhen=always&f.sharpen=0&flip=xy&flip=y&rotate=180""",0.210758
5760,"imageflow_tool v1/querystring --in in/36.webp --out out/water4225.jpg --command ""s.alpha=0.2&s.grayscale=true&srotate=90&h=400""",0.08244
5761,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water4223.jpg --command ""s.saturation=-0.1&s.grayscale=sepia&s.grayscale=true&h=400""",0.029562
5762,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4224.jpg --command ""f.sharpenwhen=always&f.sharpen=10&f.sharpenwhen=always&f.sharpen=80&s.grayscale=sepia&s.grayscale=sepia&format=webp&webp.quality=80""",0.125177
5763,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4222.jpg --command ""srotate=180&s.brightness=-0.8&f.sharpenwhen=always&f.sharpen=0&s.contrast=-0.7&format=png&png.quality=10""",0.008445
5764,"imageflow_tool v1/querystring --in in/3.webp --out out/water4220.jpg --command ""flip=x&s.brightness=0.2&format=webp&webp.quality=40&s.alpha=0.9&s.brightness=0.6""",0.089125
5765,"imageflow_tool v1/querystring --in in/4.jpg --out out/water4221.jpg --command ""w=800&f.sharpenwhen=always&f.sharpen=0&format=png""",0.256068
5766,"imageflow_tool v1/querystring --in in/47.webp --out out/water4219.jpg --command ""s.grayscale=true&s.grayscale=sepia&srotate=180""",0.084739
5767,"imageflow_tool v1/querystring --in in/47.webp --out out/water4218.jpg --command ""s.grayscale=sepia&format=webp&webp.quality=90&format=png""",0.085501
5768,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water4216.jpg --command ""format=webp&webp.lossless=true&srotate=270&rotate=270""",0.197285
5769,"imageflow_tool v1/querystring --in in/41.webp --out out/water4217.jpg --command ""s.contrast=-0.6&format=png&png.quality=10&format=webp&webp.quality=70""",0.418962
5770,"imageflow_tool v1/querystring --in in/6.jpg --out out/water4246.jpg --command ""s.grayscale=sepia&s.alpha=0.7&s.saturation=-0.1&flip=xy""",5.134271
5771,"imageflow_tool v1/querystring --in in/26.jpg --out out/water4214.jpg --command ""s.brightness=-0.7&f.sharpenwhen=always&f.sharpen=70&s.brightness=0.7&s.contrast=-0.4""",0.063761
5772,"imageflow_tool v1/querystring --in in/4.jpg --out out/water4213.jpg --command ""f.sharpenwhen=always&f.sharpen=30&s.grayscale=true&srotate=270&s.brightness=-0.5&s.contrast=0.8""",0.163518
5773,"imageflow_tool v1/querystring --in in/41.webp --out out/water4215.jpg --command ""s.brightness=0.5&format=webp&webp.lossless=true&s.saturation=-0.4&format=png&format=png""",0.60712
5774,"imageflow_tool v1/querystring --in in/21.jpg --out out/water4210.jpg --command ""format=png&f.sharpenwhen=always&f.sharpen=30&format=webp&webp.quality=100&s.grayscale=true""",0.182887
5775,"imageflow_tool v1/querystring --in in/36.webp --out out/water4209.jpg --command ""s.grayscale=sepia&f.sharpenwhen=always&f.sharpen=50&s.brightness=0.1&s.alpha=0.4&s.alpha=1.0""",0.280622
5776,"imageflow_tool v1/querystring --in in/4.jpg --out out/water4301.jpg --command ""s.grayscale=sepia&s.contrast=0.8&s.alpha=0.3""",19.561944
5777,"imageflow_tool v1/querystring --in in/35.webp --out out/water4208.jpg --command ""h=800&w=400&s.alpha=0.9&rotate=180""",0.089557
5778,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water4207.jpg --command ""s.contrast=-0.7&srotate=270&format=jpeg&jpeg.quality=40""",0.007758
5779,"imageflow_tool v1/querystring --in in/30.jpg --out out/water4205.jpg --command ""f.sharpenwhen=always&f.sharpen=0&h=1000&s.brightness=0.7""",0.06567
5780,"imageflow_tool v1/querystring --in in/46.webp --out out/water4206.jpg --command ""s.grayscale=true&format=webp&webp.lossless=true&h=800&format=webp&webp.quality=30&format=png&png.quality=40""",0.384635
5781,"imageflow_tool v1/querystring --in in/45.webp --out out/water4204.jpg --command ""f.sharpenwhen=always&f.sharpen=90&format=png&s.grayscale=sepia""",0.19419
5782,"imageflow_tool v1/querystring --in in/44.webp --out out/water4202.jpg --command ""s.grayscale=sepia&s.contrast=-0.7&s.contrast=-0.6&s.grayscale=sepia""",0.052235
5783,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water4203.jpg --command ""s.alpha=0.8&w=800&format=jpeg""",0.436547
5784,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4200.jpg --command ""format=webp&webp.lossless=true&flip=xy&s.grayscale=sepia""",0.450916
5785,"imageflow_tool v1/querystring --in in/48.jpg --out out/water4199.jpg --command ""w=800&s.grayscale=true&s.grayscale=true""",0.15553
5786,"imageflow_tool v1/querystring --in in/20.webp --out out/water4198.jpg --command ""format=jpeg&jpeg.turbo=true&format=webp&webp.lossless=true&s.alpha=0.3&f.sharpenwhen=always&f.sharpen=40&w=200""",0.168324
5787,"imageflow_tool v1/querystring --in in/35.webp --out out/water4201.jpg --command ""h=200&srotate=90&format=jpeg&jpeg.turbo=true&s.alpha=0.8&w=800""",1.50816
5788,"imageflow_tool v1/querystring --in in/3.webp --out out/water4211.jpg --command ""s.brightness=0.0&flip=y&format=jpeg&jpeg.quality=80&rotate=270&s.alpha=0.8""",3.778785
5789,"imageflow_tool v1/querystring --in in/33.jpg --out out/water4252.jpg --command ""s.grayscale=true&s.alpha=0.4&s.grayscale=true&s.alpha=0.2""",10.774089
5790,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water4196.jpg --command ""format=webp&webp.quality=40&format=png&png.quality=90&s.saturation=-1.0&format=webp&webp.quality=0""",0.691078
5791,"imageflow_tool v1/querystring --in in/38.webp --out out/water4195.jpg --command ""format=png&format=jpeg&jpeg.quality=10&format=png""",0.134529
5792,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4194.jpg --command ""h=400&w=400&s.brightness=0.7&format=webp&webp.lossless=true""",0.24309
5793,"imageflow_tool v1/querystring --in in/45.webp --out out/water4192.jpg --command ""s.brightness=-0.1&s.grayscale=true&srotate=270&s.grayscale=sepia""",0.15786
5794,"imageflow_tool v1/querystring --in in/3.webp --out out/water4190.jpg --command ""h=1000&format=webp&webp.quality=0&srotate=90&s.grayscale=sepia""",0.040271
5795,"imageflow_tool v1/querystring --in in/4.jpg --out out/water4193.jpg --command ""rotate=180&format=webp&webp.lossless=true&rotate=270""",0.396257
5796,"imageflow_tool v1/querystring --in in/45.webp --out out/water4188.jpg --command ""s.brightness=-0.1&rotate=270&s.saturation=1.0&flip=xy&flip=x""",0.12028
5797,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water4191.jpg --command ""s.brightness=-0.1&format=webp&webp.lossless=true&srotate=90&flip=x&s.brightness=0.9""",0.442911
5798,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water4189.jpg --command ""h=600&h=1000&srotate=90&format=jpeg&jpeg.quality=90""",0.222181
5799,"imageflow_tool v1/querystring --in in/20.webp --out out/water4187.jpg --command ""s.contrast=0.7&s.grayscale=true&w=1000&s.brightness=-0.1""",0.045247
5800,"imageflow_tool v1/querystring --in in/47.webp --out out/water4186.jpg --command ""s.grayscale=true&rotate=180&s.brightness=0.1&s.saturation=-0.2&format=png""",0.115049
5801,"imageflow_tool v1/querystring --in in/23.webp --out out/water4185.jpg --command ""format=webp&webp.quality=20&s.contrast=0.4&format=png""",0.069115
5802,"imageflow_tool v1/querystring --in in/30.jpg --out out/water4184.jpg --command ""s.grayscale=true&rotate=180&format=webp&webp.lossless=true&format=webp&webp.lossless=true&s.saturation=-0.8""",0.121715
5803,"imageflow_tool v1/querystring --in in/44.webp --out out/water4181.jpg --command ""format=webp&webp.lossless=true&format=webp&webp.quality=90&w=200""",0.103492
5804,"imageflow_tool v1/querystring --in in/19.webp --out out/water4183.jpg --command ""format=webp&webp.lossless=true&format=jpeg&s.grayscale=sepia&w=1000""",0.318465
5805,"imageflow_tool v1/querystring --in in/33.jpg --out out/water4179.jpg --command ""s.contrast=0.8&flip=xy&format=webp&webp.lossless=true&rotate=180""",0.554653
5806,"imageflow_tool v1/querystring --in in/7.webp --out out/water4212.jpg --command ""format=jpeg&jpeg.turbo=true&s.grayscale=sepia&s.grayscale=sepia&srotate=180""",6.390718
5807,"imageflow_tool v1/querystring --in in/10.jpg --out out/water4178.jpg --command ""s.contrast=0.0&format=png&s.saturation=-0.6&rotate=90""",0.475648
5808,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water4176.jpg --command ""format=png&format=webp&webp.quality=30&s.contrast=0.1&s.alpha=0.9""",0.022332
5809,"imageflow_tool v1/querystring --in in/25.jpg --out out/water4175.jpg --command ""srotate=180&s.brightness=-1.0&rotate=180""",0.040148
5810,"imageflow_tool v1/querystring --in in/40.webp --out out/water4174.jpg --command ""s.grayscale=sepia&s.alpha=0.0&rotate=90&s.contrast=-0.4&w=600""",0.125584
5811,"imageflow_tool v1/querystring --in in/15.jpg --out out/water4173.jpg --command ""rotate=270&flip=x&s.grayscale=sepia&s.brightness=0.2&w=200""",0.041281
5812,"imageflow_tool v1/querystring --in in/3.webp --out out/water4182.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=70&format=jpeg&jpeg.quality=30&s.saturation=0.9""",2.403956
5813,"imageflow_tool v1/querystring --in in/30.jpg --out out/water4171.jpg --command ""s.grayscale=sepia&s.grayscale=true&f.sharpenwhen=always&f.sharpen=70""",0.09077
5814,"imageflow_tool v1/querystring --in in/35.webp --out out/water4170.jpg --command ""format=webp&webp.lossless=true&s.brightness=0.7&s.brightness=-0.1&s.saturation=0.9""",0.967179
5815,"imageflow_tool v1/querystring --in in/27.jpg --out out/water4169.jpg --command ""format=png&s.alpha=0.2&s.brightness=0.1&s.alpha=0.4&w=400""",0.123639
5816,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water4180.jpg --command ""srotate=270&s.alpha=0.7&flip=xy&f.sharpenwhen=always&f.sharpen=70""",3.635641
5817,"imageflow_tool v1/querystring --in in/39.webp --out out/water4168.jpg --command ""srotate=270&s.grayscale=true&format=webp&webp.quality=70&h=600""",0.083704
5818,"imageflow_tool v1/querystring --in in/12.webp --out out/water4166.jpg --command ""w=800&format=webp&webp.quality=70&format=png&png.quality=100""",0.08397
5819,"imageflow_tool v1/querystring --in in/46.webp --out out/water4167.jpg --command ""w=600&s.saturation=0.7&format=webp&webp.lossless=true&s.saturation=-0.7""",0.333187
5820,"imageflow_tool v1/querystring --in in/22.jpg --out out/water4165.jpg --command ""h=200&srotate=180&srotate=90&format=png""",0.066556
5821,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water4164.jpg --command ""rotate=270&srotate=90&format=webp&webp.lossless=true&s.brightness=-0.8&s.alpha=0.3""",0.025019
5822,"imageflow_tool v1/querystring --in in/41.webp --out out/water4163.jpg --command ""s.contrast=-0.4&f.sharpenwhen=always&f.sharpen=0&s.grayscale=true&s.brightness=-0.4&h=200""",0.021792
5823,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water4162.jpg --command ""s.saturation=0.3&f.sharpenwhen=always&f.sharpen=20&h=1000&s.grayscale=true""",0.020231
5824,"imageflow_tool v1/querystring --in in/16.webp --out out/water4177.jpg --command ""s.alpha=0.9&s.grayscale=sepia&s.grayscale=true&format=jpeg&jpeg.turbo=true&s.alpha=0.5""",5.592715
5825,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water4159.jpg --command ""s.grayscale=true&w=400&rotate=270""",0.035751
5826,"imageflow_tool v1/querystring --in in/22.jpg --out out/water4158.jpg --command ""rotate=180&f.sharpenwhen=always&f.sharpen=60&rotate=90&h=200&s.grayscale=true""",0.12622
